42,43,0,0,0,33,36,37,35,0,0,0,33,34,44,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36,
0,0,0,0,0,33,44,45,35,0,0,0,33,34,34,34,35,0,0,0,25,26,26,26,26,27,0,0,0,0,33,44,
0,0,0,0,0,41,42,42,43,0,0,0,41,42,42,42,43,0,0,0,33,36,37,36,37,35,0,0,0,0,41,42,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,44,45,44,45,35,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,36,37,34,35,0,0,0,0,0,0,
0,0,0,25,26,26,27,0,0,0,25,26,26,26,26,26,26,26,26,26,45,34,44,45,34,44,26,26,27,0,0,0,
0,0,0,33,34,34,35,0,0,0,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,0,0,0,
0,0,0,41,42,42,43,0,0,0,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
</layer>
